,Source node name,Target node name,Source node type,Target node type,Relationship type
52458,TH,C0027819,gene,disease,risk_gene
52459,TH,C0030567,gene,disease,risk_gene
52460,TH,C0031511,gene,disease,risk_gene
52461,TH,C0041696,gene,disease,risk_gene
52462,TH,C0085584,gene,disease,risk_gene
52463,TH,C0221480,gene,disease,risk_gene
52464,TH,C0233612,gene,disease,risk_gene
52465,TH,C0242422,gene,disease,risk_gene
52466,TH,C0242423,gene,disease,risk_gene
52467,TH,C0393588,gene,disease,risk_gene
52468,TH,C0393610,gene,disease,risk_gene
52469,TH,C0525045,gene,disease,risk_gene
52470,TH,C0751088,gene,disease,risk_gene
52471,TH,C0751093,gene,disease,risk_gene
52472,TH,C0751217,gene,disease,risk_gene
52473,TH,C0751262,gene,disease,risk_gene
52474,TH,C0751263,gene,disease,risk_gene
52475,TH,C0751265,gene,disease,risk_gene
52476,TH,C0752097,gene,disease,risk_gene
52477,TH,C0752098,gene,disease,risk_gene
52478,TH,C0752100,gene,disease,risk_gene
52479,TH,C0752101,gene,disease,risk_gene
52480,TH,C0752104,gene,disease,risk_gene
52481,TH,C0752105,gene,disease,risk_gene
52482,TH,C0752347,gene,disease,risk_gene
52483,TH,C0917816,gene,disease,risk_gene
52484,TH,C1257877,gene,disease,risk_gene
52485,TH,C1269683,gene,disease,risk_gene
52486,TH,C1330966,gene,disease,risk_gene
52487,TH,C1851920,gene,disease,risk_gene
52488,TH,C1868675,gene,disease,risk_gene
52489,TH,C2239176,gene,disease,risk_gene
52490,TH,C2673535,gene,disease,risk_gene
52491,TH,C3714756,gene,disease,risk_gene
52492,TH,C3887506,gene,disease,risk_gene
52493,TH,C4524082,gene,disease,risk_gene
52494,THAS,C0002902,gene,disease,risk_gene
52495,THAS,C0008924,gene,disease,risk_gene
52496,THAS,C0009451,gene,disease,risk_gene
52497,THAS,C0018798,gene,disease,risk_gene
52498,THAS,C0019284,gene,disease,risk_gene
52499,THAS,C0019326,gene,disease,risk_gene
52500,THAS,C0020255,gene,disease,risk_gene
52501,THAS,C0020256,gene,disease,risk_gene
52502,THAS,C0022658,gene,disease,risk_gene
52503,THAS,C0024115,gene,disease,risk_gene
52504,THAS,C0039978,gene,disease,risk_gene
52505,THAS,C0270720,gene,disease,risk_gene
52506,THAS,C0302356,gene,disease,risk_gene
52507,THAS,C0431349,gene,disease,risk_gene
52508,THAS,C0477432,gene,disease,risk_gene
52509,THAS,C0549423,gene,disease,risk_gene
52510,THAS,C0559483,gene,disease,risk_gene
52511,THAS,C1531647,gene,disease,risk_gene
52512,THAS,C2936718,gene,disease,risk_gene
52513,THAS,C2936786,gene,disease,risk_gene
52514,THBD,C0012739,gene,disease,risk_gene
52515,THBD,C0013221,gene,disease,risk_gene
52516,THBD,C0020429,gene,disease,risk_gene
52517,THBD,C0023487,gene,disease,risk_gene
52518,THBD,C0023893,gene,disease,risk_gene
52519,THBD,C0024623,gene,disease,risk_gene
52520,THBD,C0027051,gene,disease,risk_gene
52521,THBD,C0034065,gene,disease,risk_gene
52522,THBD,C0034155,gene,disease,risk_gene
52523,THBD,C0035222,gene,disease,risk_gene
52524,THBD,C0038356,gene,disease,risk_gene
52525,THBD,C0040053,gene,disease,risk_gene
52526,THBD,C0041755,gene,disease,risk_gene
52527,THBD,C0087086,gene,disease,risk_gene
52529,THBD,C0398623,gene,disease,risk_gene
52530,THBD,C0458247,gene,disease,risk_gene
52531,THBD,C0524702,gene,disease,risk_gene
52532,THBD,C0751211,gene,disease,risk_gene
52533,THBD,C0751212,gene,disease,risk_gene
52534,THBD,C0751213,gene,disease,risk_gene
52535,THBD,C0751214,gene,disease,risk_gene
52536,THBD,C1268935,gene,disease,risk_gene
52537,THBD,C1708349,gene,disease,risk_gene
52538,THBD,C1850383,gene,disease,risk_gene
52539,THBD,C1956258,gene,disease,risk_gene
52540,THBD,C2752036,gene,disease,risk_gene
52541,THBD,C2931788,gene,disease,risk_gene
52542,THBD,C2936719,gene,disease,risk_gene
52543,THBD,C3280976,gene,disease,risk_gene
52544,THBS1,C0006142,gene,disease,risk_gene
52545,THBS1,C0011875,gene,disease,risk_gene
52546,THBS1,C0011884,gene,disease,risk_gene
52547,THBS1,C0016059,gene,disease,risk_gene
52548,THBS1,C0023890,gene,disease,risk_gene
52549,THBS1,C0025945,gene,disease,risk_gene
52550,THBS1,C0027707,gene,disease,risk_gene
52551,THBS1,C0035126,gene,disease,risk_gene
52552,THBS1,C0036341,gene,disease,risk_gene
52553,THBS1,C0041349,gene,disease,risk_gene
52554,THBS1,C0087031,gene,disease,risk_gene
52555,THBS1,C0239946,gene,disease,risk_gene
52556,THBS1,C0678222,gene,disease,risk_gene
52557,THBS1,C1257931,gene,disease,risk_gene
52558,THBS1,C1458155,gene,disease,risk_gene
52559,THBS1,C1623038,gene,disease,risk_gene
52560,THBS1,C3495559,gene,disease,risk_gene
52561,THBS1,C3714758,gene,disease,risk_gene
52562,THBS1,C4552091,gene,disease,risk_gene
52563,THBS1,C4704862,gene,disease,risk_gene
52564,THBS1,C4704874,gene,disease,risk_gene
52565,THBS2,C0011849,gene,disease,risk_gene
52566,THBS2,C0011875,gene,disease,risk_gene
52567,THBS2,C0025945,gene,disease,risk_gene
52568,THBS2,C0158252,gene,disease,risk_gene
52571,TCHH,C0432347,gene,disease,risk_gene
52572,THPO,C0033141,gene,disease,risk_gene
52573,THPO,C0036529,gene,disease,risk_gene
52574,THPO,C0040028,gene,disease,risk_gene
52575,THPO,C0836924,gene,disease,risk_gene
52576,THPO,C0878544,gene,disease,risk_gene
52577,THPO,C3277671,gene,disease,risk_gene
52579,THPO,C4303761,gene,disease,risk_gene
52580,THRA,C0002886,gene,disease,risk_gene
52581,THRA,C0009806,gene,disease,risk_gene
52582,THRA,C0014175,gene,disease,risk_gene
52583,THRA,C0019284,gene,disease,risk_gene
52584,THRA,C0029422,gene,disease,risk_gene
52585,THRA,C0151686,gene,disease,risk_gene
52586,THRA,C0221355,gene,disease,risk_gene
52587,THRA,C0239174,gene,disease,risk_gene
52588,THRA,C0269102,gene,disease,risk_gene
52589,THRA,C0410528,gene,disease,risk_gene
52590,THRA,C3280817,gene,disease,risk_gene
52591,THRA,C4022738,gene,disease,risk_gene
52592,THRA,C4722330,gene,disease,risk_gene
52593,THRB,C0004238,gene,disease,risk_gene
52594,THRB,C0019284,gene,disease,risk_gene
52595,THRB,C0206682,gene,disease,risk_gene
52596,THRB,C0235480,gene,disease,risk_gene
52597,THRB,C0376634,gene,disease,risk_gene
52598,THRB,C1840364,gene,disease,risk_gene
52599,THRB,C2585653,gene,disease,risk_gene
52600,THRB,C2937288,gene,disease,risk_gene
52601,THRB,C2940786,gene,disease,risk_gene
52602,THRB,C3468561,gene,disease,risk_gene
52603,THRB,C3489796,gene,disease,risk_gene
52604,THRB,C4273673,gene,disease,risk_gene
52605,THRB,C4722330,gene,disease,risk_gene
52606,THRSP,C0007097,gene,disease,risk_gene
52607,THRSP,C0024667,gene,disease,risk_gene
52608,THRSP,C0024668,gene,disease,risk_gene
52609,THRSP,C0205696,gene,disease,risk_gene
52610,THRSP,C0205697,gene,disease,risk_gene
52611,THRSP,C0205698,gene,disease,risk_gene
52612,THRSP,C0205699,gene,disease,risk_gene
52613,THRSP,C1257925,gene,disease,risk_gene
52614,THY1,C0035126,gene,disease,risk_gene
52615,THY1,C0035309,gene,disease,risk_gene
52616,THY1,C2239176,gene,disease,risk_gene
52617,KLF10,C0007194,gene,disease,risk_gene
52618,TIA1,C0221054,gene,disease,risk_gene
52619,TIA1,C2931290,gene,disease,risk_gene
52620,TIAL1,C0023893,gene,disease,risk_gene
52621,TIAM1,C0007137,gene,disease,risk_gene
52622,TIAM1,C0009402,gene,disease,risk_gene
52623,TIAM1,C0026640,gene,disease,risk_gene
52624,TIAM1,C0153381,gene,disease,risk_gene
52625,TIAM1,C1862939,gene,disease,risk_gene
52626,TIAM1,C1862941,gene,disease,risk_gene
52627,TIAM1,C4551993,gene,disease,risk_gene
52628,TIMP1,C0002152,gene,disease,risk_gene
52629,TIMP1,C0003504,gene,disease,risk_gene
52630,TIMP1,C0004364,gene,disease,risk_gene
52631,TIMP1,C0005398,gene,disease,risk_gene
52632,TIMP1,C0006663,gene,disease,risk_gene
52633,TIMP1,C0008311,gene,disease,risk_gene
52634,TIMP1,C0011853,gene,disease,risk_gene
52635,TIMP1,C0011860,gene,disease,risk_gene
52636,TIMP1,C0017661,gene,disease,risk_gene
52637,TIMP1,C0018799,gene,disease,risk_gene
52638,TIMP1,C0018824,gene,disease,risk_gene
52639,TIMP1,C0019202,gene,disease,risk_gene
52640,TIMP1,C0020538,gene,disease,risk_gene
52641,TIMP1,C0021368,gene,disease,risk_gene
52642,TIMP1,C0023891,gene,disease,risk_gene
52643,TIMP1,C0023893,gene,disease,risk_gene
52644,TIMP1,C0027626,gene,disease,risk_gene
52645,TIMP1,C0029172,gene,disease,risk_gene
52646,TIMP1,C0034069,gene,disease,risk_gene
52647,TIMP1,C0035222,gene,disease,risk_gene
52648,TIMP1,C0038433,gene,disease,risk_gene
52649,TIMP1,C0042345,gene,disease,risk_gene
52650,TIMP1,C0042373,gene,disease,risk_gene
52651,TIMP1,C0263628,gene,disease,risk_gene
52652,TIMP1,C0521174,gene,disease,risk_gene
52653,TIMP1,C1527352,gene,disease,risk_gene
52654,TIMP1,C1720887,gene,disease,risk_gene
52655,TIMP1,C4721507,gene,disease,risk_gene
52656,TIMP2,C0000786,gene,disease,risk_gene
52657,TIMP2,C0000822,gene,disease,risk_gene
52658,TIMP2,C0002152,gene,disease,risk_gene
52659,TIMP2,C0005398,gene,disease,risk_gene
52660,TIMP2,C0005684,gene,disease,risk_gene
52661,TIMP2,C0005695,gene,disease,risk_gene
52662,TIMP2,C0006663,gene,disease,risk_gene
52663,TIMP2,C0011853,gene,disease,risk_gene
52664,TIMP2,C0023893,gene,disease,risk_gene
52665,TIMP2,C0027051,gene,disease,risk_gene
52666,TIMP2,C0028797,gene,disease,risk_gene
52667,TIMP2,C0032226,gene,disease,risk_gene
52668,TIMP2,C0038433,gene,disease,risk_gene
52669,TIMP2,C0263628,gene,disease,risk_gene
52670,TIMP2,C0521174,gene,disease,risk_gene
52671,TIMP2,C3830362,gene,disease,risk_gene
52672,TIMP2,C4552766,gene,disease,risk_gene
52673,TIMP3,C0000786,gene,disease,risk_gene
52674,TIMP3,C0000822,gene,disease,risk_gene
52675,TIMP3,C0004096,gene,disease,risk_gene
52676,TIMP3,C0005686,gene,disease,risk_gene
52677,TIMP3,C0009319,gene,disease,risk_gene
52679,TIMP3,C0023895,gene,disease,risk_gene
52680,TIMP3,C0024623,gene,disease,risk_gene
52681,TIMP3,C0027626,gene,disease,risk_gene
52682,TIMP3,C0036323,gene,disease,risk_gene
52683,TIMP3,C0038356,gene,disease,risk_gene
52684,TIMP3,C0086565,gene,disease,risk_gene
52685,TIMP3,C0149504,gene,disease,risk_gene
52686,TIMP3,C0154659,gene,disease,risk_gene
52687,TIMP3,C0235032,gene,disease,risk_gene
52688,TIMP3,C0242383,gene,disease,risk_gene
52689,TIMP3,C1708349,gene,disease,risk_gene
52690,TIMP3,C1850938,gene,disease,risk_gene
52691,TIMP3,C3830362,gene,disease,risk_gene
52692,TIMP3,C4552766,gene,disease,risk_gene
52693,TIMP4,C0033578,gene,disease,risk_gene
52694,TIMP4,C0376358,gene,disease,risk_gene
52695,NKX2-1,C0007131,gene,disease,risk_gene
52696,NKX2-1,C0008489,gene,disease,risk_gene
52697,NKX2-1,C0010308,gene,disease,risk_gene
52698,NKX2-1,C0019284,gene,disease,risk_gene
52699,NKX2-1,C0019569,gene,disease,risk_gene
52700,NKX2-1,C0024115,gene,disease,risk_gene
52701,NKX2-1,C0035220,gene,disease,risk_gene
52704,NKX2-1,C0238463,gene,disease,risk_gene
52705,NKX2-1,C0393584,gene,disease,risk_gene
52708,NKX2-1,C0749420,gene,disease,risk_gene
52710,NKX2-1,C1859098,gene,disease,risk_gene
52711,NKX2-1,C1970269,gene,disease,risk_gene
52713,NKX2-1,C3161105,gene,disease,risk_gene
52716,NKX2-1,C3806482,gene,disease,risk_gene
52717,NKX2-1,C4721429,gene,disease,risk_gene
52718,TK1,C0009402,gene,disease,risk_gene
52719,TK1,C0009404,gene,disease,risk_gene
52720,TK1,C0019207,gene,disease,risk_gene
52721,TK1,C0019208,gene,disease,risk_gene
52722,TK1,C0023904,gene,disease,risk_gene
52723,TK1,C0086404,gene,disease,risk_gene
52724,TK1,C0152013,gene,disease,risk_gene
52725,TK1,C2239176,gene,disease,risk_gene
52726,TK2,C1850303,gene,disease,risk_gene
52727,TK2,C3149750,gene,disease,risk_gene
52728,TK2,C3501891,gene,disease,risk_gene
52729,TK2,C4310734,gene,disease,risk_gene
52730,TKT,C0001973,gene,disease,risk_gene
52731,TKT,C0003129,gene,disease,risk_gene
52732,TKT,C0003130,gene,disease,risk_gene
52733,TKT,C0007097,gene,disease,risk_gene
52734,TKT,C0024667,gene,disease,risk_gene
52735,TKT,C0024668,gene,disease,risk_gene
52736,TKT,C0027626,gene,disease,risk_gene
52737,TKT,C0043121,gene,disease,risk_gene
52738,TKT,C0205696,gene,disease,risk_gene
52739,TKT,C0205697,gene,disease,risk_gene
52740,TKT,C0205698,gene,disease,risk_gene
52741,TKT,C0205699,gene,disease,risk_gene
52742,TKT,C0242184,gene,disease,risk_gene
52743,TKT,C0700292,gene,disease,risk_gene
52744,TKT,C1257925,gene,disease,risk_gene
52745,TKT,C4310751,gene,disease,risk_gene
52746,ICAM5,C0006142,gene,disease,risk_gene
52747,ICAM5,C0009402,gene,disease,risk_gene
52748,ICAM5,C0009404,gene,disease,risk_gene
52749,ICAM5,C0678222,gene,disease,risk_gene
52750,ICAM5,C1257931,gene,disease,risk_gene
52751,ICAM5,C1458155,gene,disease,risk_gene
52752,ICAM5,C4704874,gene,disease,risk_gene
52753,TLE1,C0011570,gene,disease,risk_gene
52754,TLE1,C0011581,gene,disease,risk_gene
52755,TLE3,C0003873,gene,disease,risk_gene
52756,TLE3,C0006142,gene,disease,risk_gene
52757,TLE3,C0678222,gene,disease,risk_gene
52758,TLE3,C1257931,gene,disease,risk_gene
52759,TLE3,C1458155,gene,disease,risk_gene
52760,TLE3,C1862939,gene,disease,risk_gene
52761,TLE3,C1862941,gene,disease,risk_gene
52762,TLE3,C4551993,gene,disease,risk_gene
52763,TLE3,C4704874,gene,disease,risk_gene
52764,TLE4,C0007097,gene,disease,risk_gene
52765,TLE4,C0024667,gene,disease,risk_gene
52766,TLE4,C0024668,gene,disease,risk_gene
52767,TLE4,C0151744,gene,disease,risk_gene
52768,TLE4,C0205696,gene,disease,risk_gene
52769,TLE4,C0205697,gene,disease,risk_gene
52770,TLE4,C0205698,gene,disease,risk_gene
52771,TLE4,C0205699,gene,disease,risk_gene
52772,TLE4,C1257925,gene,disease,risk_gene
52774,TLL1,C0344724,gene,disease,risk_gene
52775,TLL1,C2751315,gene,disease,risk_gene
52776,TLL2,C0005586,gene,disease,risk_gene
52777,TLN1,C0001787,gene,disease,risk_gene
52778,TLN1,C0027626,gene,disease,risk_gene
52779,TLN1,C0029456,gene,disease,risk_gene
52780,TLN1,C0029459,gene,disease,risk_gene
52781,TLN1,C0751406,gene,disease,risk_gene
52782,TLR1,C0013221,gene,disease,risk_gene
52783,TLR1,C0023343,gene,disease,risk_gene
52784,TLR1,C0041755,gene,disease,risk_gene
52785,TLR1,C3495676,gene,disease,risk_gene
52786,TLR2,C0003873,gene,disease,risk_gene
52787,TLR2,C0005586,gene,disease,risk_gene
52788,TLR2,C0008370,gene,disease,risk_gene
52789,TLR2,C0009402,gene,disease,risk_gene
52790,TLR2,C0009404,gene,disease,risk_gene
52791,TLR2,C0013221,gene,disease,risk_gene
52792,TLR2,C0014457,gene,disease,risk_gene
52793,TLR2,C0014458,gene,disease,risk_gene
52794,TLR2,C0015404,gene,disease,risk_gene
52795,TLR2,C0018801,gene,disease,risk_gene
52796,TLR2,C0018802,gene,disease,risk_gene
52797,TLR2,C0021368,gene,disease,risk_gene
52798,TLR2,C0022568,gene,disease,risk_gene
52799,TLR2,C0022660,gene,disease,risk_gene
52800,TLR2,C0023212,gene,disease,risk_gene
52801,TLR2,C0023343,gene,disease,risk_gene
52802,TLR2,C0033141,gene,disease,risk_gene
52803,TLR2,C0035126,gene,disease,risk_gene
52804,TLR2,C0036341,gene,disease,risk_gene
52805,TLR2,C0036529,gene,disease,risk_gene
52806,TLR2,C0038160,gene,disease,risk_gene
52807,TLR2,C0041755,gene,disease,risk_gene
52808,TLR2,C0085762,gene,disease,risk_gene
52809,TLR2,C0235527,gene,disease,risk_gene
52810,TLR2,C0876994,gene,disease,risk_gene
52811,TLR2,C0878544,gene,disease,risk_gene
52812,TLR2,C1318973,gene,disease,risk_gene
52813,TLR2,C1565662,gene,disease,risk_gene
52815,TLR2,C1959583,gene,disease,risk_gene
52816,TLR2,C1961112,gene,disease,risk_gene
52817,TLR2,C2609414,gene,disease,risk_gene
52818,TLR2,C2713368,gene,disease,risk_gene
52819,TLR2,C3463824,gene,disease,risk_gene
52821,TLR3,C0019385,gene,disease,risk_gene
52822,TLR3,C0019693,gene,disease,risk_gene
52823,TLR3,C0036341,gene,disease,risk_gene
52824,TLR3,C0276226,gene,disease,risk_gene
52825,TLR3,C2751803,gene,disease,risk_gene
52827,TLR4,C0004153,gene,disease,risk_gene
52828,TLR4,C0004943,gene,disease,risk_gene
52829,TLR4,C0005398,gene,disease,risk_gene
52830,TLR4,C0005586,gene,disease,risk_gene
52831,TLR4,C0007097,gene,disease,risk_gene
52832,TLR4,C0009402,gene,disease,risk_gene
52833,TLR4,C0009404,gene,disease,risk_gene
52834,TLR4,C0010054,gene,disease,risk_gene
52835,TLR4,C0010346,gene,disease,risk_gene
52836,TLR4,C0011616,gene,disease,risk_gene
52837,TLR4,C0011882,gene,disease,risk_gene
52838,TLR4,C0014457,gene,disease,risk_gene
52839,TLR4,C0014458,gene,disease,risk_gene
52840,TLR4,C0015695,gene,disease,risk_gene
52841,TLR4,C0016059,gene,disease,risk_gene
52842,TLR4,C0020538,gene,disease,risk_gene
52843,TLR4,C0021368,gene,disease,risk_gene
52844,TLR4,C0022660,gene,disease,risk_gene
52845,TLR4,C0023186,gene,disease,risk_gene
52846,TLR4,C0023893,gene,disease,risk_gene
52847,TLR4,C0024121,gene,disease,risk_gene
52848,TLR4,C0025202,gene,disease,risk_gene
52849,TLR4,C0027626,gene,disease,risk_gene
52850,TLR4,C0027627,gene,disease,risk_gene
52851,TLR4,C0032285,gene,disease,risk_gene
52852,TLR4,C0032300,gene,disease,risk_gene
52853,TLR4,C0033578,gene,disease,risk_gene
52854,TLR4,C0034189,gene,disease,risk_gene
52855,TLR4,C0035078,gene,disease,risk_gene
52856,TLR4,C0035126,gene,disease,risk_gene
52857,TLR4,C0035228,gene,disease,risk_gene
52858,TLR4,C0036341,gene,disease,risk_gene
52859,TLR4,C0036690,gene,disease,risk_gene
52860,TLR4,C0085762,gene,disease,risk_gene
52861,TLR4,C0156147,gene,disease,risk_gene
52862,TLR4,C0162351,gene,disease,risk_gene
52863,TLR4,C0205696,gene,disease,risk_gene
52864,TLR4,C0205697,gene,disease,risk_gene
52865,TLR4,C0205698,gene,disease,risk_gene
52866,TLR4,C0205699,gene,disease,risk_gene
52867,TLR4,C0242379,gene,disease,risk_gene
52868,TLR4,C0242383,gene,disease,risk_gene
52869,TLR4,C0242698,gene,disease,risk_gene
52870,TLR4,C0243026,gene,disease,risk_gene
52871,TLR4,C0267380,gene,disease,risk_gene
52872,TLR4,C0271673,gene,disease,risk_gene
52873,TLR4,C0271674,gene,disease,risk_gene
52874,TLR4,C0271678,gene,disease,risk_gene
52875,TLR4,C0271680,gene,disease,risk_gene
52876,TLR4,C0271685,gene,disease,risk_gene
52877,TLR4,C0271686,gene,disease,risk_gene
52878,TLR4,C0273115,gene,disease,risk_gene
52879,TLR4,C0279628,gene,disease,risk_gene
52880,TLR4,C0340288,gene,disease,risk_gene
52881,TLR4,C0376358,gene,disease,risk_gene
52882,TLR4,C0393835,gene,disease,risk_gene
52883,TLR4,C0520459,gene,disease,risk_gene
52884,TLR4,C0678202,gene,disease,risk_gene
52885,TLR4,C0751074,gene,disease,risk_gene
52886,TLR4,C0751262,gene,disease,risk_gene
52887,TLR4,C0751263,gene,disease,risk_gene
52888,TLR4,C0751265,gene,disease,risk_gene
52889,TLR4,C0887898,gene,disease,risk_gene
52890,TLR4,C0919267,gene,disease,risk_gene
52891,TLR4,C0948089,gene,disease,risk_gene
52892,TLR4,C0949272,gene,disease,risk_gene
52893,TLR4,C1140680,gene,disease,risk_gene
52894,TLR4,C1330966,gene,disease,risk_gene
52895,TLR4,C1384666,gene,disease,risk_gene
52896,TLR4,C1563937,gene,disease,risk_gene
52897,TLR4,C1565489,gene,disease,risk_gene
52898,TLR4,C1565662,gene,disease,risk_gene
52899,TLR4,C1623038,gene,disease,risk_gene
52900,TLR4,C1719672,gene,disease,risk_gene
52901,TLR4,C1956346,gene,disease,risk_gene
52902,TLR4,C2239176,gene,disease,risk_gene
52903,TLR4,C2350344,gene,disease,risk_gene
52904,TLR4,C2609414,gene,disease,risk_gene
52905,TLR4,C2711227,gene,disease,risk_gene
52906,TLR4,C3714636,gene,disease,risk_gene
52908,TLR5,C0023241,gene,disease,risk_gene
52909,TLR5,C0024141,gene,disease,risk_gene
52910,TLR5,C0025229,gene,disease,risk_gene
52911,TLR5,C0033578,gene,disease,risk_gene
52915,TLR5,C0376358,gene,disease,risk_gene
52921,NR2E1,C0005586,gene,disease,risk_gene
52922,NR2E1,C0036341,gene,disease,risk_gene
52923,NR2E1,C0853193,gene,disease,risk_gene
52924,TSPAN7,C1846174,gene,disease,risk_gene
52925,TSPAN7,C2931498,gene,disease,risk_gene
52926,TSPAN8,C0005586,gene,disease,risk_gene
52927,TSPAN8,C0023893,gene,disease,risk_gene
52928,TSPAN8,C0035222,gene,disease,risk_gene
52929,TSPAN8,C0036341,gene,disease,risk_gene
52930,TM4SF4,C0023895,gene,disease,risk_gene
52931,TM4SF4,C0086565,gene,disease,risk_gene
52933,TRAPPC10,C0037274,gene,disease,risk_gene
52934,TRAPPC10,C0274861,gene,disease,risk_gene
52935,TRAPPC10,C0274862,gene,disease,risk_gene
52936,TRAPPC10,C0311375,gene,disease,risk_gene
52937,TRAPPC10,C0751851,gene,disease,risk_gene
52938,TRAPPC10,C0751852,gene,disease,risk_gene
52939,TMF1,C0032460,gene,disease,risk_gene
52940,TMF1,C0033578,gene,disease,risk_gene
52941,TMF1,C0376358,gene,disease,risk_gene
52942,TMF1,C1136382,gene,disease,risk_gene
52943,TMOD1,C0010093,gene,disease,risk_gene
52944,TMOD1,C0029927,gene,disease,risk_gene
52945,TMOD1,C0033578,gene,disease,risk_gene
52946,TMOD1,C0376358,gene,disease,risk_gene
52947,TMPO,C0003873,gene,disease,risk_gene
52948,TMPO,C0007193,gene,disease,risk_gene
52950,TMPO,C0151744,gene,disease,risk_gene
52951,TMPO,C0340427,gene,disease,risk_gene
52952,TMPO,C1449563,gene,disease,risk_gene
52953,TMPRSS2,C0033578,gene,disease,risk_gene
52954,TMPRSS2,C0376358,gene,disease,risk_gene
52955,TMSB4X,C0033578,gene,disease,risk_gene
52956,TMSB4X,C0376358,gene,disease,risk_gene
52957,TMSB4X,C1862939,gene,disease,risk_gene
52958,TMSB4X,C1862941,gene,disease,risk_gene
52959,TMSB4X,C4551993,gene,disease,risk_gene
52961,CLDN5,C0036341,gene,disease,risk_gene
52962,TNF,C0001418,gene,disease,risk_gene
52963,TNF,C0001925,gene,disease,risk_gene
52964,TNF,C0002152,gene,disease,risk_gene
52965,TNF,C0002395,gene,disease,risk_gene
52966,TNF,C0002871,gene,disease,risk_gene
52967,TNF,C0002893,gene,disease,risk_gene
52968,TNF,C0002895,gene,disease,risk_gene
52969,TNF,C0003123,gene,disease,risk_gene
52970,TNF,C0003165,gene,disease,risk_gene
52971,TNF,C0003469,gene,disease,risk_gene
52972,TNF,C0003865,gene,disease,risk_gene
52973,TNF,C0003869,gene,disease,risk_gene
52974,TNF,C0003872,gene,disease,risk_gene
52975,TNF,C0003873,gene,disease,risk_gene
52976,TNF,C0003875,gene,disease,risk_gene
52977,TNF,C0003949,gene,disease,risk_gene
52978,TNF,C0004096,gene,disease,risk_gene
52979,TNF,C0004153,gene,disease,risk_gene
52980,TNF,C0005138,gene,disease,risk_gene
52981,TNF,C0005398,gene,disease,risk_gene
52982,TNF,C0005586,gene,disease,risk_gene
52983,TNF,C0005684,gene,disease,risk_gene
52984,TNF,C0005695,gene,disease,risk_gene
52985,TNF,C0006114,gene,disease,risk_gene
52986,TNF,C0006142,gene,disease,risk_gene
52987,TNF,C0006267,gene,disease,risk_gene
52988,TNF,C0006625,gene,disease,risk_gene
52989,TNF,C0007102,gene,disease,risk_gene
52990,TNF,C0007138,gene,disease,risk_gene
52991,TNF,C0007786,gene,disease,risk_gene
52992,TNF,C0008149,gene,disease,risk_gene
52993,TNF,C0008370,gene,disease,risk_gene
52994,TNF,C0009319,gene,disease,risk_gene
52995,TNF,C0009324,gene,disease,risk_gene
52996,TNF,C0009375,gene,disease,risk_gene
52997,TNF,C0009402,gene,disease,risk_gene
52998,TNF,C0009404,gene,disease,risk_gene
52999,TNF,C0010246,gene,disease,risk_gene
53000,TNF,C0010346,gene,disease,risk_gene
53001,TNF,C0011265,gene,disease,risk_gene
53002,TNF,C0011570,gene,disease,risk_gene
53003,TNF,C0011581,gene,disease,risk_gene
53004,TNF,C0011609,gene,disease,risk_gene
53005,TNF,C0011633,gene,disease,risk_gene
53006,TNF,C0011644,gene,disease,risk_gene
53007,TNF,C0011853,gene,disease,risk_gene
53008,TNF,C0011854,gene,disease,risk_gene
53009,TNF,C0011860,gene,disease,risk_gene
53010,TNF,C0013182,gene,disease,risk_gene
53011,TNF,C0013604,gene,disease,risk_gene
53012,TNF,C0015625,gene,disease,risk_gene
53013,TNF,C0015695,gene,disease,risk_gene
53014,TNF,C0015967,gene,disease,risk_gene
53015,TNF,C0016059,gene,disease,risk_gene
53016,TNF,C0017638,gene,disease,risk_gene
53017,TNF,C0017658,gene,disease,risk_gene
53018,TNF,C0018790,gene,disease,risk_gene
53019,TNF,C0018800,gene,disease,risk_gene
53020,TNF,C0018801,gene,disease,risk_gene
53021,TNF,C0018802,gene,disease,risk_gene
53022,TNF,C0018995,gene,disease,risk_gene
53023,TNF,C0019061,gene,disease,risk_gene
53024,TNF,C0019147,gene,disease,risk_gene
53025,TNF,C0019151,gene,disease,risk_gene
53026,TNF,C0019187,gene,disease,risk_gene
53027,TNF,C0019193,gene,disease,risk_gene
53028,TNF,C0019202,gene,disease,risk_gene
53029,TNF,C0019207,gene,disease,risk_gene
53030,TNF,C0019208,gene,disease,risk_gene
53031,TNF,C0019284,gene,disease,risk_gene
53032,TNF,C0020429,gene,disease,risk_gene
53033,TNF,C0020433,gene,disease,risk_gene
53034,TNF,C0020437,gene,disease,risk_gene
53035,TNF,C0020459,gene,disease,risk_gene
53036,TNF,C0020517,gene,disease,risk_gene
53037,TNF,C0020538,gene,disease,risk_gene
53038,TNF,C0020542,gene,disease,risk_gene
53039,TNF,C0020615,gene,disease,risk_gene
53040,TNF,C0020649,gene,disease,risk_gene
53041,TNF,C0020672,gene,disease,risk_gene
53042,TNF,C0021368,gene,disease,risk_gene
53043,TNF,C0021390,gene,disease,risk_gene
53044,TNF,C0021655,gene,disease,risk_gene
53045,TNF,C0022660,gene,disease,risk_gene
53046,TNF,C0022661,gene,disease,risk_gene
53047,TNF,C0023212,gene,disease,risk_gene
53048,TNF,C0023281,gene,disease,risk_gene
53049,TNF,C0023283,gene,disease,risk_gene
